"Governorate","sector","activity","Partner","Area","Refugee.Camps","Start","End","Total","costunit","gender","target","Objective","Sector","Category","Output","RegionCODE","Area2"
"Irbid","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","ICMC","Irbid Governorate",,"2015-01-01","2015-12-31",19623.9,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1707","IRBID"
"Irbid","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","Intersos","Irbid Governorate",,"2015-01-01","2015-12-31",360000,"d- 250-499$","6-Minor only","Urban & Rural only","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1707","IRBID"
"Irbid","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","UNHCR","Irbid Governorate",,"2015-01-01","2015-12-31",85902,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1707","IRBID"
"Irbid","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","WarChild UK","Kitim",,"2015-01-01","2015-12-31",104000,"c- 100-249$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1707","IRBID"
"Irbid","HLTH[3]Integrated Community Interventions","[REF3.2]Community Hlth Network","IRC","Ar-Ramtha City",,"2015-01-01","2015-12-31",144692,"f- >2000$","1-All","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Community Hlth Network","1707","IRBID"
"Irbid","WASH[2]Access to Sanitation","[REF2.2]Sewer Networks","UNHCR","Irbid Governorate",,"2015-01-01","2015-12-31",361500,"No Unit cost","2-No reported target","No reported target","Access to Sanitation","WASH","Refugee","Sewer Networks","1707","IRBID"
"Irbid","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","MECI","Irbid Governorate",,"2015-01-01","2015-06-30",84500,"c- 100-249$","6-Minor only","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1707","IRBID"
"Irbid","FOOD/LIV[1]Access to Food","[REF1.1]Food Assistance","IR","Ar-Ramtha City",,"2015-09-25","2015-09-30",19452.32,"No Unit cost","2-No reported target","No reported target","Access to Food","FOOD/LIVELIHOOD","Refugee","Food Assistance","1707","IRBID"
"Irbid","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","UNHCR","Irbid Governorate",,"2015-09-01","2015-10-31",365510,"b- 50-99$","6-Minor only","Urban & Rural only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1707","IRBID"
"Irbid","WASH[2]Access to Sanitation","[REF2.3]Sanitation in School/Clinics","RI","Irbid City",,"2015-01-01","2015-12-31",50000,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","Sanitation in School/Clinics","1707","IRBID"
"Irbid","PROT[4]Child Protection","[REF4.1]CP Systems Capacity Increased","UNHCR","Irbid Governorate",,"2015-01-01","2015-12-31",30000,"No Unit cost","2-No reported target","No reported target","Child Protection","PROTECTION","Refugee","CP Systems Capacity Increased","1707","IRBID"
"Irbid","PROT[2]Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","IMC","Irbid Governorate",,"2015-01-01","2015-12-31",62700,"c- 100-249$","6-Minor only","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Community Self-Mngmt","1707","IRBID"
"Irbid","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","NRC","Irbid Governorate",,"2015-01-01","2015-12-31",75000,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1707","IRBID"
"Irbid","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","ICSC","Irbid Governorate",,"2015-01-01","2015-12-31",176085,"c- 100-249$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1707","IRBID"
"Jarash","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","ICMC","Jarash Governorate",,"2015-12-01","2016-03-01",55250,"c- 100-249$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1708","JARASH"
"Jarash","WASH[1]Access to Safe Water","[REF1.2]Piped water networks","UNHCR","Jarash Governorate",,"2015-01-01","2015-12-31",185900,"No Unit cost","2-No reported target","No reported target","Access to Safe Water","WASH","Refugee","Piped water networks","1708","JARASH"
"Jarash","HLTH[3]Integrated Community Interventions","[REF3.4]Mat/Child (incl. neonatal) Health mngt ","MEDAIR","Jarash Governorate",,"2015-01-01","2015-12-31",10130,"a- 0-49$","3-Mix","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Mat/Child (incl. neonatal) Health mngt ","1708","JARASH"
"Jarash","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","TDH","Jarash Governorate",,"2015-01-01","2015-12-31",1800,"No Unit cost","2-No reported target","No reported target","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","IMC","Jarash Governorate",,"2015-01-01","2015-12-31",93816,"d- 250-499$","6-Minor only","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.2]Provision of sealing off kits","UNHCR","Jarash Governorate",,"2015-01-01","2015-12-31",22680,"b- 50-99$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of sealing off kits","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","UNHCR","Jarash Governorate",,"2015-01-01","2015-12-31",73320,"c- 100-249$","1-All","Urban & Rural only","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1708","JARASH"
"Jarash","HLTH[1]Primary Health Care","[REF1.5]Inf/Child Feeding practice","MEDAIR","Jarash Governorate",,"2015-01-01","2015-12-31",8879,"a- 0-49$","8-Women only","Host, Urban & Rural","Primary Health Care","HEALTH","Refugee","Inf/Child Feeding practice","1708","JARASH"
"Jarash","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","ICMC","Jarash Governorate",,"2015-01-01","2016-09-01",53546,"b- 50-99$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.2]Provision of sealing off kits","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",25200,"b- 50-99$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of sealing off kits","1708","JARASH"
"Jarash","PROT[1]Refugee Rights Respected","[REF1.3]Access Legal Assistance","NRC","Jarash Governorate",,"2015-01-01","2015-12-31",35000,"a- 0-49$","1-All","Urban & Rural only","Refugee Rights Respected","PROTECTION","Refugee","Access Legal Assistance","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","HI","Jarash Governorate",,"2014-09-01","2015-03-31",20000,"c- 100-249$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1708","JARASH"
"Jarash","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","HI","Jarash Governorate",,"2014-09-01","2015-03-31",27000,"d- 250-499$","1-All","Urban & Rural only","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",9432,"c- 100-249$","1-All","Urban & Rural only","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1708","JARASH"
"Jarash","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","ICMC","Jarash Governorate",,"2015-01-01","2016-09-01",113833,"d- 250-499$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1708","JARASH"
"Jarash","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","JHAS","Jarash Governorate",,"2015-01-01","2015-12-31",167310,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","ICMC","Jarash Governorate",,"2015-01-01","2016-09-01",92221,"c- 100-249$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1708","JARASH"
"Jarash","HLTH[2]Secondary/Tertiary Care","[REF2.2]Comprehensive rehabilitation for adults and children with war and non war related injuries and impairments provided","HI","Jarash Governorate",,"2014-09-01","2015-03-31",77000,"d- 250-499$","1-All","Host, Urban & Rural","Secondary/Tertiary Care","HEALTH","Refugee","Comprehensive rehabilitation for adults an","1708","JARASH"
"Jarash","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","UNHCR","Jarash Governorate",,"2015-01-01","2015-12-31",4875,"c- 100-249$","6-Minor only","Urban & Rural only","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","1708","JARASH"
"Jarash","HLTH[3]Integrated Community Interventions","[REF3.4]Mat/Child (incl. neonatal) Health mngt ","MEDAIR","Jarash Governorate",,"2015-01-01","2015-12-31",8879,"a- 0-49$","3-Mix","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Mat/Child (incl. neonatal) Health mngt ","1708","JARASH"
"Jarash","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",42900,"c- 100-249$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1708","JARASH"
"Jarash","HLTH[3]Integrated Community Interventions","[REF3.2]Community Hlth Network","MEDAIR","Jarash Governorate",,"2015-01-01","2015-12-31",2129,"d- 250-499$","7-Adult","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Community Hlth Network","1708","JARASH"
"Jarash","FOOD/LIV[1]Access to Food","[REF1.1]Food Assistance","WVI","Jarash Governorate",,"2015-07-01","2015-12-31",33333,"a- 0-49$","7-Adult","Host only","Access to Food","FOOD/LIVELIHOOD","Refugee","Food Assistance","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",47500,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",13208,"d- 250-499$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","ICMC","Jarash Governorate",,"2015-01-01","2015-12-31",6541.3,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.5]Social Cohesion/Coexistence","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",812,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Social Cohesion/Coexistence","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","IMC","Jarash Governorate",,"2015-01-01","2015-12-31",9825,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1708","JARASH"
"Jarash","WASH[1]Access to Safe Water","[REF1.2]Piped water networks","UNHCR","Jarash Governorate",,"2015-01-01","2015-12-31",241000,"No Unit cost","2-No reported target","No reported target","Access to Safe Water","WASH","Refugee","Piped water networks","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",13208,"d- 250-499$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1708","JARASH"
"Jarash","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","TDH","Jarash Governorate",,"2015-01-01","2015-12-31",1500,"No Unit cost","2-No reported target","No reported target","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","1708","JARASH"
"Jarash","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","UNHCR","Jarash Governorate",,"2015-01-01","2015-12-31",942870,"e- 500-2000$","1-All","Urban & Rural only","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","APS","Jarash Governorate",,"2014-08-28","2015-03-06",38605,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",19660,"c- 100-249$","1-All","Urban & Rural only","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","TDH","Jarash Governorate",,"2015-01-01","2015-12-31",57150,"c- 100-249$","6-Minor only","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1708","JARASH"
"Jarash","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","MEDAIR","Jarash Governorate",,"2015-01-01","2015-12-31",6578,"a- 0-49$","1-All","Host, Urban & Rural","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","ICSC","Jarash City",,"2015-01-01","2015-12-31",480000,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1708","JARASH"
"Jarash","HLTH[2]Secondary/Tertiary Care","[REF2.1]Comprehensive secondary mental health service provided, ","IMC","Jarash Governorate",,"2015-01-01","2015-12-31",16667,"d- 250-499$","1-All","Host, Urban & Rural","Secondary/Tertiary Care","HEALTH","Refugee","Comprehensive secondary mental health serv","1708","JARASH"
"Jarash","HLTH[1]Primary Health Care","[REF1.6]Mental Health Services (primary)","IMC","Jarash Governorate",,"2015-01-01","2015-12-31",6000,"No Unit cost","2-No reported target","No reported target","Primary Health Care","HEALTH","Refugee","Mental Health Services (primary)","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","NRC","Jarash Governorate",,"2015-01-01","2015-12-31",131040,"c- 100-249$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1708","JARASH"
"Jarash","SHLT[2]Urban/Rural Adequate Shelter","[REF2.5]Increasing awareness on housing, land and property laws","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",200,"a- 0-49$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Increasing awareness on housing, land and ","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","PU-AMI","Jarash Governorate",,"2015-01-01","2015-12-31",43750,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","IMC","Jarash Governorate",,"2015-01-01","2015-12-31",12540,"c- 100-249$","6-Minor only","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Community Self-Mngmt","1708","JARASH"
"Jarash","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","NRC","Jarash Governorate",,"2015-01-01","2015-12-31",15000,"a- 0-49$","7-Adult","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1708","JARASH"
"Jarash","HLTH[3]Integrated Community Interventions","[REF3.1]Community Health Teams","MEDAIR","Jarash Governorate",,"2015-01-01","2015-12-31",37992,"f- >2000$","8-Women only","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Community Health Teams","1708","JARASH"
